id,title,realtime_start,realtime_end,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity
M1SL,M1,2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Billions of Dollars,Bil. of $,Seasonally Adjusted,SA,2024-01-23 12:03:05-06:00,83
M2MNS,M2 Less Small Time Deposits,2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Billions of Dollars,Bil. of $,Not Seasonally Adjusted,NSA,2024-01-23 12:35:03-06:00,8
M2MSL,M2 Less Small Time Deposits,2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Billions of Dollars,Bil. of $,Seasonally Adjusted,SA,2024-01-23 12:35:02-06:00,29
M2NS,M2,2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Billions of Dollars,Bil. of $,Not Seasonally Adjusted,NSA,2024-01-23 12:03:08-06:00,63
M2REAL,Real M2 Money Stock,2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Billions of 1982-84 Dollars,Bil. of 1982-84 $,Seasonally Adjusted,SA,2024-01-23 12:15:02-06:00,76
M2SL,M2,2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Billions of Dollars,Bil. of $,Seasonally Adjusted,SA,2024-01-23 12:03:02-06:00,92
MABMM301USM189S,Monetary Aggregates and Their Components: Broad Money and Components: M3 for United States,2/4/2024,2/4/2024,1/1/1960,11/1/2023,Monthly,M,US Dollar,US $,Seasonally Adjusted,SA,2024-01-12 14:12:02-06:00,70
MABMM301USM657S,Monetary Aggregates and Their Components: Broad Money and Components: M3 for United States,2/4/2024,2/4/2024,1/1/1960,9/1/2023,Monthly,M,Growth rate previous period,Growth rate previous period,Seasonally Adjusted,SA,2023-11-17 12:00:04-06:00,13
MANEMP,"All Employees, Manufacturing",2/4/2024,2/4/2024,1/1/1939,1/1/2024,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2024-02-02 07:51:02-06:00,71
MANMM101USM189S,Monetary Aggregates and Their Components: Narrow Money and Components: M1 and Components: M1 for United States,2/4/2024,2/4/2024,1/1/1960,11/1/2023,Monthly,M,US Dollar,US $,Seasonally Adjusted,SA,2024-01-12 14:12:04-06:00,36
MANMM101USM657S,Monetary Aggregates and Their Components: Narrow Money and Components: M1 and Components: M1 for United States,2/4/2024,2/4/2024,1/1/1960,9/1/2023,Monthly,M,Growth rate previous period,Growth rate previous period,Seasonally Adjusted,SA,2023-11-17 12:00:05-06:00,18
MBCURRCIR,Monetary Base; Currency in Circulation,2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Millions of Dollars,Mil. of $,Not Seasonally Adjusted,NSA,2024-01-23 12:03:10-06:00,50
MPRIME,Bank Prime Loan Rate,2/4/2024,2/4/2024,1/1/1949,1/1/2024,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-02-01 15:24:04-06:00,58
MVGFD027MNFRBDAL,Market Value of Gross Federal Debt,2/4/2024,2/4/2024,1/1/1942,12/1/2023,Monthly,M,Billions of Dollars,Bil. of $,Not Seasonally Adjusted,NSA,2024-01-16 13:39:03-06:00,34
MVMTD027MNFRBDAL,Market Value of Marketable Treasury Debt,2/4/2024,2/4/2024,1/1/1942,12/1/2023,Monthly,M,Billions of Dollars,Bil. of $,Not Seasonally Adjusted,NSA,2024-01-16 13:39:02-06:00,50
MVPHGFD027MNFRBDAL,Market Value of Privately Held Gross Federal Debt,2/4/2024,2/4/2024,1/1/1942,12/1/2023,Monthly,M,Billions of Dollars,Bil. of $,Not Seasonally Adjusted,NSA,2024-01-16 13:39:03-06:00,18
NDMANEMP,"All Employees, Nondurable Goods",2/4/2024,2/4/2024,1/1/1939,1/1/2024,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2024-02-02 07:51:07-06:00,16
NONBORRES,"Reserves of Depository Institutions, Nonborrowed",2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Millions of Dollars,Mil. of $,Not Seasonally Adjusted,NSA,2024-01-23 12:03:14-06:00,35
NONREVNS,Nonrevolving Consumer Credit Owned and Securitized,2/4/2024,2/4/2024,1/1/1943,11/1/2023,Monthly,M,Billions of Dollars,Bil. of $,Not Seasonally Adjusted,NSA,2024-01-08 14:02:13-06:00,18
NONREVSL,Nonrevolving Consumer Credit Owned and Securitized,2/4/2024,2/4/2024,1/1/1943,11/1/2023,Monthly,M,Billions of Dollars,Bil. of $,Seasonally Adjusted,SA,2024-01-08 14:02:11-06:00,24
NONREVSLAR,Percent Change of Total Nonrevolving Consumer Credit,2/4/2024,2/4/2024,2/1/1943,11/1/2023,Monthly,M,Percent Change at Annual Rate,% Chg. at Annual Rate,Seasonally Adjusted Annual Rate,SAAR,2024-01-08 14:02:13-06:00,17
OTHSEC,"Other Securities, All Commercial Banks",2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Billions of U.S. Dollars,Bil. of U.S. $,Seasonally Adjusted,SA,2024-02-02 15:33:14-06:00,8
PAYEMS,"All Employees, Total Nonfarm",2/4/2024,2/4/2024,1/1/1939,1/1/2024,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2024-02-02 07:51:02-06:00,84
PAYNSA,"All Employees, Total Nonfarm",2/4/2024,2/4/2024,1/1/1939,1/1/2024,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2024-02-02 07:50:07-06:00,53
PCE,Personal Consumption Expenditures,2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Billions of Dollars,Bil. of $,Seasonally Adjusted Annual Rate,SAAR,2024-01-26 09:20:05-06:00,82
PCEDG,Personal Consumption Expenditures: Durable Goods,2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Billions of Dollars,Bil. of $,Seasonally Adjusted Annual Rate,SAAR,2024-01-26 09:20:16-06:00,57
PCEND,Personal Consumption Expenditures: Nondurable Goods,2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Billions of Dollars,Bil. of $,Seasonally Adjusted Annual Rate,SAAR,2024-01-26 09:20:19-06:00,48
PCEPI,Personal Consumption Expenditures: Chain-type Price Index,2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Index 2017=100,Index 2017=100,Seasonally Adjusted,SA,2024-01-26 09:20:07-06:00,79
PCEPILFE,Personal Consumption Expenditures Excluding Food and Energy (Chain-Type Price Index),2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Index 2017=100,Index 2017=100,Seasonally Adjusted,SA,2024-01-26 09:20:08-06:00,77
PCES,Personal Consumption Expenditures: Services,2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Billions of Dollars,Bil. of $,Seasonally Adjusted Annual Rate,SAAR,2024-01-26 09:20:17-06:00,51
PCTR,Personal Current Transfer Receipts,2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Billions of Dollars,Bil. of $,Seasonally Adjusted Annual Rate,SAAR,2024-01-26 09:20:24-06:00,26
PCU22112222112242,Producer Price Index by Industry: Electric Power Distribution: Commercial Electric Power,2/4/2024,2/4/2024,1/1/1958,12/1/2023,Monthly,M,Index Dec 1990=100,Index Dec 1990=100,Not Seasonally Adjusted,NSA,2024-01-12 07:57:07-06:00,5
PCU22112222112243,Producer Price Index by Industry: Electric Power Distribution: Industrial Electric Power,2/4/2024,2/4/2024,1/1/1958,12/1/2023,Monthly,M,Index Dec 1990=100,Index Dec 1990=100,Not Seasonally Adjusted,NSA,2024-01-12 07:57:03-06:00,20
PCU3114113114114,Producer Price Index by Industry: Frozen Fruit and Vegetable Manufacturing: Frozen Vegetables,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index Jun 1981=100,Index Jun 1981=100,Not Seasonally Adjusted,NSA,2024-01-12 07:57:07-06:00,5
PCU325211325211P,Producer Price Index by Industry: Plastics Material and Resin Manufacturing: Primary Products,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index Dec 1980=100,Index Dec 1980=100,Not Seasonally Adjusted,NSA,2024-01-12 07:56:12-06:00,22
PCU325920325920P,Producer Price Index by Industry: Explosives Manufacturing: Primary Products,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index Dec 1980=100,Index Dec 1980=100,Not Seasonally Adjusted,NSA,2024-01-12 07:56:17-06:00,17
PCU32621132621103,"Producer Price Index by Industry: Tire Manufacturing, Except Retreading: Truck and Bus (Including Off-the-Highway) Pneumatic Tires",2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index Jun 1981=100,Index Jun 1981=100,Not Seasonally Adjusted,NSA,2024-01-12 07:56:09-06:00,28
PCU3324393324393,"Producer Price Index by Industry: Other Metal Container Manufacturing: Steel Shipping Barrels and Drums, Excluding Beer Barrels (More Than 12-Gallon Capacity)",2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index Jun 1983=100,Index Jun 1983=100,Not Seasonally Adjusted,NSA,2024-01-12 07:56:30-06:00,6
PCU332913332913,Producer Price Index by Industry: Plumbing Fixture Fitting and Trim Manufacturing,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index Jun 1983=100,Index Jun 1983=100,Not Seasonally Adjusted,NSA,2024-01-12 07:55:32-06:00,8
PCU332991332991,Producer Price Index by Industry: Ball and Roller Bearing Manufacturing,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index Jun 1983=100,Index Jun 1983=100,Not Seasonally Adjusted,NSA,2024-01-12 07:55:05-06:00,57
PCU333111333111,Producer Price Index by Industry: Farm Machinery and Equipment Manufacturing,2/4/2024,2/4/2024,1/1/1926,12/1/2023,Monthly,M,Index Dec 1982=100,Index Dec 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:55:47-06:00,5
PCU333131333131P,Producer Price Index by Industry: Mining Machinery and Equipment Manufacturing: Primary Products,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index Jun 1981=100,Index Jun 1981=100,Not Seasonally Adjusted,NSA,2024-01-12 07:55:46-06:00,4
PCU333612333612,"Producer Price Index by Industry: Speed Changer, Drive, and Gear Manufacturing",2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index Dec 1983=100,Index Dec 1983=100,Not Seasonally Adjusted,NSA,2024-01-12 07:55:15-06:00,11
PCU334310334310,Producer Price Index by Industry: Audio and Video Equipment Manufacturing,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index Mar 1980=100,Index Mar 1980=100,Not Seasonally Adjusted,NSA,2024-01-12 07:55:36-06:00,4
PCU335312335312,Producer Price Index by Industry: Motor and Generator Manufacturing,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index Jun 1983=100,Index Jun 1983=100,Not Seasonally Adjusted,NSA,2024-01-12 07:55:08-06:00,27
PCU335911335911,Producer Price Index by Industry: Battery Manufacturing,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index Dec 1984=100,Index Dec 1984=100,Not Seasonally Adjusted,NSA,2024-01-12 07:55:16-06:00,13
PDI,Personal Income Receipts on Assets: Personal Dividend Income,2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Billions of Dollars,Bil. of $,Seasonally Adjusted Annual Rate,SAAR,2024-01-26 09:20:27-06:00,18
PERMIT,New Privately-Owned Housing Units Authorized in Permit-Issuing Places: Total Units,2/4/2024,2/4/2024,1/1/1960,12/1/2023,Monthly,M,Thousands of Units,Thous. of Units,Seasonally Adjusted Annual Rate,SAAR,2024-01-25 07:03:01-06:00,70
PERMIT1,New Privately-Owned Housing Units Authorized in Permit-Issuing Places: Single-Family Units,2/4/2024,2/4/2024,1/1/1960,12/1/2023,Monthly,M,Thousands of Units,Thous. of Units,Seasonally Adjusted Annual Rate,SAAR,2024-01-25 07:03:05-06:00,47
PERMIT1NSA,New Privately-Owned Housing Units Authorized in Permit-Issuing Places: Single-Family Units,2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Thousands of Units,Thous. of Units,Not Seasonally Adjusted,NSA,2024-01-25 07:02:11-06:00,10
PERMIT24,New Privately-Owned Housing Units Authorized in Permit-Issuing Places: Units in Buildings with 2-4 Units,2/4/2024,2/4/2024,1/1/1960,12/1/2023,Monthly,M,Thousands of Units,Thous. of Units,Seasonally Adjusted Annual Rate,SAAR,2024-01-25 07:03:08-06:00,12
PERMIT5,New Privately-Owned Housing Units Authorized in Permit-Issuing Places: Units in Buildings with 5 Units or More,2/4/2024,2/4/2024,1/1/1960,12/1/2023,Monthly,M,Thousands of Units,Thous. of Units,Seasonally Adjusted Annual Rate,SAAR,2024-01-25 07:03:07-06:00,37
PERMIT5NSA,New Privately-Owned Housing Units Authorized in Permit-Issuing Places: Units in Buildings with 5 Units or More,2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Thousands of Units,Thous. of Units,Not Seasonally Adjusted,NSA,2024-01-25 07:02:12-06:00,5
PERMITNSA,New Privately-Owned Housing Units Authorized in Permit-Issuing Places: Total Units,2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Thousands of Units,Thous. of Units,Not Seasonally Adjusted,NSA,2024-01-25 07:02:10-06:00,20
PI,Personal Income,2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Billions of Dollars,Bil. of $,Seasonally Adjusted Annual Rate,SAAR,2024-01-26 09:20:14-06:00,63
PII,Personal Income Receipts on Assets: Personal Interest Income,2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Billions of Dollars,Bil. of $,Seasonally Adjusted Annual Rate,SAAR,2024-01-26 09:20:24-06:00,21
PIROA,Personal Income Receipts on Assets,2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Billions of Dollars,Bil. of $,Seasonally Adjusted Annual Rate,SAAR,2024-01-26 09:20:28-06:00,16
PMSAVE,Personal Saving,2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Billions of Dollars,Bil. of $,Seasonally Adjusted Annual Rate,SAAR,2024-01-26 09:20:13-06:00,66
POP,Total Population: All Ages including Armed Forces Overseas,2/4/2024,2/4/2024,1/1/1952,12/1/2024,Monthly,M,Thousands,Thous.,Not Seasonally Adjusted,NSA,2023-12-19 10:40:02-06:00,44
POPTHM,Population,2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Thousands,Thous.,Not Seasonally Adjusted,NSA,2024-01-26 09:20:12-06:00,67
PP001176M,"Prices for Personal Consumption Expenditures: Chained Price Index: PCE Excluding Food, Energy, and Housing",2/4/2024,2/4/2024,2/1/1959,12/1/2023,Monthly,M,Percent Change from Preceding Period,% Chg. from Preceding Period,Seasonally Adjusted,SA,2024-01-26 09:20:31-06:00,8
PP001260M,Prices for Personal Consumption Expenditures: Chained Price Index: PCE: Services Excluding Energy and Housing,2/4/2024,2/4/2024,2/1/1959,12/1/2023,Monthly,M,Percent Change from Preceding Period,% Chg. from Preceding Period,Seasonally Adjusted,SA,2024-01-26 09:20:29-06:00,16
PPIACO,Producer Price Index by Commodity: All Commodities,2/4/2024,2/4/2024,1/1/1913,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:02-06:00,77
PPICMM,Producer Price Index by Commodity: Metals and Metal Products: Primary Nonferrous Metals,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:33-06:00,6
PPIENG,Producer Price Index by Commodity: Fuels and Related Products and Power,2/4/2024,2/4/2024,1/1/1926,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:13-06:00,25
PPIIDC,Producer Price Index by Commodity: Industrial Commodities,2/4/2024,2/4/2024,1/1/1913,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:03-06:00,60
PQ001260M,Real Personal Consumption Expenditures: PCE: Services Excluding Energy and Housing,2/4/2024,2/4/2024,2/1/1959,12/1/2023,Monthly,M,Percent Change from Preceding Period,% Chg. from Preceding Period,Seasonally Adjusted,SA,2024-01-26 09:20:26-06:00,21
PSAVERT,Personal Saving Rate,2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Percent,%,Seasonally Adjusted Annual Rate,SAAR,2024-01-26 09:20:01-06:00,83
REALLN,"Real Estate Loans, All Commercial Banks",2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Billions of U.S. Dollars,Bil. of U.S. $,Seasonally Adjusted,SA,2024-02-02 15:33:04-06:00,45
RPI,Real Personal Income,2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Billions of Chained 2017 Dollars,Bil. of Chn. 2017 $,Seasonally Adjusted Annual Rate,SAAR,2024-01-26 09:20:15-06:00,60
SAUCCUSMA02STM,Currency Conversions: US Dollar Exchange Rate: Average of Daily Rates: National Currency: USD for Saudi Arabia,2/4/2024,2/4/2024,1/1/1960,12/1/2023,Monthly,M,Saudi Riyal,Saudi Riyal,Not Seasonally Adjusted,NSA,2024-01-12 14:14:03-06:00,8
SHTNSAUS,Total Shipments of New Manufactured Homes: Total Homes in the United States,2/4/2024,2/4/2024,1/1/1959,11/1/2023,Monthly,M,Thousands,Thous.,Not Seasonally Adjusted,NSA,2024-01-08 11:03:04-06:00,4
SHTSAUS,Total Shipments of New Manufactured Homes: Total Homes in the United States,2/4/2024,2/4/2024,1/1/1959,11/1/2023,Monthly,M,Thousands,Thous.,Seasonally Adjusted,SA,2024-01-08 11:03:03-06:00,28
SNBMONTBASE,Swiss Monetary Base Aggregate,2/4/2024,2/4/2024,1/1/1950,12/1/2023,Monthly,M,CHF Millions,CHF Mil.,Not Seasonally Adjusted,NSA,2024-01-22 02:01:01-06:00,24
SPASTT01USM657N,Share Prices: All Shares/Broad: Total for United States,2/4/2024,2/4/2024,1/1/1960,12/1/2023,Monthly,M,Growth rate previous period,Growth rate previous period,Not Seasonally Adjusted,NSA,2024-01-12 14:12:05-06:00,19
SPASTT01USM661N,Share Prices: All Shares/Broad: Total for United States,2/4/2024,2/4/2024,1/1/1960,12/1/2023,Monthly,M,Index 2015=100,Index 2015=100,Not Seasonally Adjusted,NSA,2024-01-12 14:12:04-06:00,29
SRVPRD,"All Employees, Service-Providing",2/4/2024,2/4/2024,1/1/1939,1/1/2024,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2024-02-02 07:51:06-06:00,34
STDNS,Small-Denomination Time Deposits: Total,2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Billions of Dollars,Bil. of $,Not Seasonally Adjusted,NSA,2024-01-23 12:02:05-06:00,6
STDSL,Small-Denomination Time Deposits: Total,2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Billions of Dollars,Bil. of $,Seasonally Adjusted,SA,2024-01-23 12:02:04-06:00,43
T10YFFM,10-Year Treasury Constant Maturity Minus Federal Funds Rate,2/4/2024,2/4/2024,7/1/1954,1/1/2024,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-02-01 16:01:09-06:00,36
T1YFFM,1-Year Treasury Constant Maturity Minus Federal Funds Rate,2/4/2024,2/4/2024,7/1/1954,1/1/2024,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-02-01 16:01:11-06:00,11
T5YFFM,5-Year Treasury Constant Maturity Minus Federal Funds Rate,2/4/2024,2/4/2024,7/1/1954,1/1/2024,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-02-01 16:01:11-06:00,12
TB1YR,"1-Year Treasury Bill Secondary Market Rate, Discount Basis",2/4/2024,2/4/2024,7/1/1959,1/1/2024,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-02-01 15:24:06-06:00,49
TB3MS,"3-Month Treasury Bill Secondary Market Rate, Discount Basis",2/4/2024,2/4/2024,1/1/1934,1/1/2024,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-02-01 15:24:02-06:00,77
TB3SMFFM,3-Month Treasury Bill Minus Federal Funds Rate,2/4/2024,2/4/2024,7/1/1954,1/1/2024,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-02-01 16:01:05-06:00,48
TB6MS,"6-Month Treasury Bill Secondary Market Rate, Discount Basis",2/4/2024,2/4/2024,12/1/1958,1/1/2024,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-02-01 15:24:07-06:00,28
TB6SMFFM,6-Month Treasury Bill Minus Federal Funds Rate,2/4/2024,2/4/2024,12/1/1958,1/1/2024,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-02-01 16:01:10-06:00,21
TOTALDI,Total Consumer Credit Owned by Depository Institutions,2/4/2024,2/4/2024,1/1/1943,11/1/2023,Monthly,M,Billions of Dollars,Bil. of $,Not Seasonally Adjusted,NSA,2024-01-08 14:02:16-06:00,4
TOTALFC,Total Consumer Credit Owned by Finance Companies,2/4/2024,2/4/2024,1/1/1943,11/1/2023,Monthly,M,Billions of Dollars,Bil. of $,Not Seasonally Adjusted,NSA,2024-01-08 14:02:15-06:00,7
TOTALNFC,Total Consumer Credit Owned by Nonfinancial Business,2/4/2024,2/4/2024,1/1/1943,11/1/2023,Monthly,M,Billions of Dollars,Bil. of $,Not Seasonally Adjusted,NSA,2024-01-08 14:02:15-06:00,4
TOTALNS,Total Consumer Credit Owned and Securitized,2/4/2024,2/4/2024,1/1/1943,11/1/2023,Monthly,M,Billions of Dollars,Bil. of $,Not Seasonally Adjusted,NSA,2024-01-08 14:02:12-06:00,18
TOTALSL,Total Consumer Credit Owned and Securitized,2/4/2024,2/4/2024,1/1/1943,11/1/2023,Monthly,M,Billions of Dollars,Bil. of $,Seasonally Adjusted,SA,2024-01-08 14:02:03-06:00,61
TOTALSLAR,Percent Change of Total Consumer Credit,2/4/2024,2/4/2024,2/1/1943,11/1/2023,Monthly,M,Percent Change at Annual Rate,% Chg. at Annual Rate,Seasonally Adjusted Annual Rate,SAAR,2024-01-08 14:02:10-06:00,41
TOTALTCU,Total Consumer Credit Owned by Credit Unions,2/4/2024,2/4/2024,1/1/1943,11/1/2023,Monthly,M,Billions of Dollars,Bil. of $,Not Seasonally Adjusted,NSA,2024-01-08 14:02:15-06:00,8
TOTRESNS,Reserves of Depository Institutions: Total,2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Billions of Dollars,Bil. of $,Not Seasonally Adjusted,NSA,2024-01-23 12:02:02-06:00,74
TRESEGUSM052N,Total Reserves excluding Gold for United States,2/4/2024,2/4/2024,12/1/1950,12/1/2023,Monthly,M,Dollars,$,Not Seasonally Adjusted,NSA,2024-01-29 10:52:02-06:00,27
TRESEGUSM194N,Total Reserves excluding Gold for United States,2/4/2024,2/4/2024,12/1/1950,12/1/2023,Monthly,M,Special Drawing Rights,Special Drawing Rights,Not Seasonally Adjusted,NSA,2024-01-29 10:52:10-06:00,3
TTLHHM156N,Household Estimates,2/4/2024,2/4/2024,4/1/1955,12/1/2023,Monthly,M,Thousands,Thous.,Not Seasonally Adjusted,NSA,2024-01-30 09:46:03-06:00,48
U1RATE,Percent of Civilian Labor Force Unemployed 15 Weeks and over (U-1),2/4/2024,2/4/2024,1/1/1948,1/1/2024,Monthly,M,Percent,%,Seasonally Adjusted,SA,2024-02-02 07:49:11-06:00,37
U1RATENSA,Percent of Civilian Labor Force Unemployed 15 Weeks and over (U-1),2/4/2024,2/4/2024,1/1/1948,1/1/2024,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-02-02 07:49:53-06:00,4
UEMP15OV,Number Unemployed for 15 Weeks & over,2/4/2024,2/4/2024,1/1/1948,1/1/2024,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2024-02-02 07:49:19-06:00,22
UEMP15T26,Number Unemployed for 15-26 Weeks,2/4/2024,2/4/2024,1/1/1948,1/1/2024,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2024-02-02 07:49:35-06:00,11
UEMP27OV,Number Unemployed for 27 Weeks & over,2/4/2024,2/4/2024,1/1/1948,1/1/2024,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2024-02-02 07:49:09-06:00,45
UEMP5TO14,Number Unemployed for 5-14 Weeks,2/4/2024,2/4/2024,1/1/1948,1/1/2024,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2024-02-02 07:49:31-06:00,12
UEMPLT5,Number Unemployed for Less Than 5 Weeks,2/4/2024,2/4/2024,1/1/1948,1/1/2024,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2024-02-02 07:49:19-06:00,27
UEMPMEAN,Average Weeks Unemployed,2/4/2024,2/4/2024,1/1/1948,1/1/2024,Monthly,M,Weeks,Weeks,Seasonally Adjusted,SA,2024-02-02 07:49:08-06:00,48
UMCSENT,University of Michigan: Consumer Sentiment,2/4/2024,2/4/2024,11/1/1952,12/1/2023,Monthly,M,Index 1966:Q1=100,Index 1966:Q1=100,Not Seasonally Adjusted,NSA,2024-02-02 10:01:01-06:00,79
UNEMPLOY,Unemployment Level,2/4/2024,2/4/2024,1/1/1948,1/1/2024,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2024-02-02 07:49:03-06:00,70
UNRATE,Unemployment Rate,2/4/2024,2/4/2024,1/1/1948,1/1/2024,Monthly,M,Percent,%,Seasonally Adjusted,SA,2024-02-02 07:49:02-06:00,95
UNRATENSA,Unemployment Rate,2/4/2024,2/4/2024,1/1/1948,1/1/2024,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-02-02 07:49:06-06:00,55
USACPIALLMINMEI,Consumer Price Index: All Items: Total for United States,2/4/2024,2/4/2024,1/1/1960,12/1/2023,Monthly,M,Index 2015=100,Index 2015=100,Not Seasonally Adjusted,NSA,2024-01-12 14:13:03-06:00,58
USACPICORMINMEI,Consumer Price Index: OECD Groups: All Items Non-Food Non-Energy: Total for United States,2/4/2024,2/4/2024,1/1/1960,12/1/2023,Monthly,M,Index 2015=100,Index 2015=100,Not Seasonally Adjusted,NSA,2024-01-12 14:13:06-06:00,31
USACPIENGMINMEI,"Consumer Price Index: OECD Groups: Energy (Fuel, Electricity, and Gasoline): Total for United States",2/4/2024,2/4/2024,1/1/1960,12/1/2023,Monthly,M,Index 2015=100,Index 2015=100,Not Seasonally Adjusted,NSA,2024-01-12 14:13:16-06:00,12
USALOLITONOSTSAM,Leading Indicators OECD: Leading Indicators: Composite Leading Indicator: Normalised for United States,2/4/2024,2/4/2024,1/1/1960,12/1/2023,Monthly,M,Index,Index,Seasonally Adjusted,SA,2024-01-12 14:13:04-06:00,67
USAPROINDMISMEI,Production: Industry: Total Industry Excluding Construction for United States,2/4/2024,2/4/2024,1/1/1960,11/1/2023,Monthly,M,Index 2015=100,Index 2015=100,Seasonally Adjusted,SA,2024-01-12 14:12:11-06:00,11
USAPROMANMISMEI,Production: Manufacturing: Total Manufacturing for United States,2/4/2024,2/4/2024,1/1/1960,11/1/2023,Monthly,M,Index 2015=100,Index 2015=100,Seasonally Adjusted,SA,2024-01-12 14:12:07-06:00,7
USASACRMISMEI,Sales: Retail Trade: Car Registration: Passenger Cars for United States,2/4/2024,2/4/2024,1/1/1960,10/1/2023,Monthly,M,Index 2015=100,Index 2015=100,Seasonally Adjusted,SA,2023-12-12 14:47:08-06:00,13
